PartitionKey,RowKey,Timestamp,AcademicYear,All,Disabilities,EconomicallyDisadvantaged,Female,FosterCare,Grade,HispanicNOTPuertoRican,Homeless,Male,Migrants,MilitaryParent,NOTDisabilities,NOTEconomicallyDisadvantaged,OtherOrigin,PuertoRican,Section504,SpanishLearners,WhiteNOTHispanic
62810,10493,2020-11-18T16:22:04.1558125Z,2020,38,13,37,19,0,1ro,4,0,19,0,0,25,1,0,34,0,0,0
62810,10494,2020-11-18T16:22:04.1558125Z,2020,34,11,32,20,0,2do,4,0,14,0,0,23,2,0,30,0,0,0
62810,10495,2020-11-18T16:22:04.1568125Z,2020,22,12,21,13,0,3ro,1,0,9,0,0,10,1,0,21,0,0,0
62810,10496,2020-11-18T16:22:04.1568125Z,2020,36,16,34,20,0,4to,6,0,16,0,0,20,2,0,30,0,0,0
62810,10497,2020-11-18T16:22:04.1578134Z,2020,35,14,27,15,0,5to,6,0,20,0,0,21,8,1,28,0,1,0
62810,10498,2020-11-18T16:22:04.1578134Z,2020,30,8,28,17,0,K,6,0,13,0,0,22,2,0,24,0,0,0
62810,10499,2020-11-18T16:22:04.1578134Z,2020,33,2,24,18,0,PK,0,0,15,0,0,31,9,0,33,0,0,0
62810,34506,2021-06-24T13:18:40.2002816Z,2021,31,8,29,15,0,1ro,4,0,16,0,0,23,2,0,27,0,0,0
62810,34507,2021-06-24T13:18:40.2002816Z,2021,29,13,27,12,0,2do,2,0,17,0,0,16,2,0,27,0,0,0
62810,34508,2021-06-24T13:18:40.2002816Z,2021,29,9,29,15,0,3ro,5,0,14,0,0,20,0,0,24,0,0,0
62810,34509,2021-06-24T13:18:40.2002816Z,2021,19,7,17,14,0,4to,2,0,5,0,0,12,2,0,17,0,0,0
62810,34510,2021-06-24T13:18:40.2012825Z,2021,32,16,30,17,0,5to,6,0,15,0,0,16,2,0,26,0,0,0
62810,34511,2021-06-24T13:18:40.2012825Z,2021,30,7,25,16,0,K,1,0,14,0,0,23,5,0,29,0,0,0
62810,34512,2021-06-24T13:18:40.2012825Z,2021,8,0,6,4,0,PK,0,0,4,0,0,8,2,0,8,0,0,0
62810,4483,2020-11-18T16:21:10.146796Z,2019,38,13,35,18,0,1ro,3,0,20,0,0,25,3,0,35,0,0,0
62810,4484,2020-11-18T16:21:10.146796Z,2019,25,11,24,16,0,2do,1,0,9,0,0,14,1,0,24,0,0,0
62810,4485,2020-11-18T16:21:10.146796Z,2019,40,19,37,21,0,3ro,5,0,19,0,0,21,3,0,35,0,0,0
62810,4486,2020-11-18T16:21:10.1477974Z,2019,35,12,28,14,0,4to,5,0,21,0,0,23,7,1,29,0,1,0
62810,4487,2020-11-18T16:21:10.1477974Z,2019,38,17,35,19,0,5to,3,0,19,0,0,21,3,2,33,0,0,0
62810,4488,2020-11-18T16:21:10.1477974Z,2019,24,8,22,17,0,K,1,0,7,0,0,16,2,0,23,0,0,0
62810,4489,2020-11-18T16:21:10.1477974Z,2019,27,4,20,14,0,PK,0,0,13,0,0,23,7,0,27,0,0,0
75820,11614,2020-11-18T16:22:11.722862Z,2020,40,13,36,24,0,1ro,0,0,16,0,0,27,4,0,40,0,0,0
75820,11615,2020-11-18T16:22:11.7238611Z,2020,44,13,43,17,0,2do,0,0,27,0,0,31,1,0,44,0,0,0
75820,11616,2020-11-18T16:22:11.7238611Z,2020,32,10,30,19,0,3ro,3,0,13,0,0,22,2,0,29,0,0,0
75820,11617,2020-11-18T16:22:11.7238611Z,2020,33,10,22,20,0,4to,0,0,13,0,0,23,11,0,33,1,0,0
75820,11618,2020-11-18T16:22:11.7238611Z,2020,41,12,35,17,0,5to,1,0,24,0,0,29,6,0,40,0,0,0
75820,11619,2020-11-18T16:22:11.7238611Z,2020,44,10,38,25,0,K,0,0,19,0,0,34,6,0,44,0,0,0
75820,11620,2020-11-18T16:22:11.724862Z,2020,24,3,11,17,0,PK,0,0,7,0,0,21,13,0,24,0,0,0
75820,11621,2020-11-18T16:22:11.724862Z,2020,4,4,4,2,0,Sin Grado,0,0,2,0,0,0,0,0,4,0,0,0
75820,35637,2021-06-24T13:18:47.3784299Z,2021,52,14,44,25,0,1ro,0,0,27,0,0,38,8,0,52,0,0,0
75820,35638,2021-06-24T13:18:47.3784299Z,2021,41,14,35,24,0,2do,0,0,17,0,0,27,6,0,41,0,0,0
75820,35639,2021-06-24T13:18:47.3794299Z,2021,48,20,40,16,0,3ro,1,0,32,0,0,28,8,0,47,0,0,0
75820,35640,2021-06-24T13:18:47.3794299Z,2021,30,9,28,20,0,4to,3,0,10,0,0,21,2,0,27,0,0,0
75820,35641,2021-06-24T13:18:47.3794299Z,2021,34,10,26,20,0,5to,0,0,14,0,0,24,8,0,34,1,0,0
75820,35642,2021-06-24T13:18:47.3794299Z,2021,37,9,29,20,0,K,0,0,17,0,0,28,8,0,37,0,0,0
75820,35643,2021-06-24T13:18:47.3804317Z,2021,11,2,9,6,0,PK,2,0,5,0,0,9,2,0,9,0,0,0
75820,35644,2021-06-24T13:18:47.3804317Z,2021,3,3,3,1,0,Sin Grado,0,0,2,0,0,0,0,0,3,0,0,0
75820,5607,2020-11-18T16:21:16.6071071Z,2019,51,22,49,20,0,1ro,2,2,31,0,0,29,2,0,49,0,0,0
75820,5608,2020-11-18T16:21:16.6071071Z,2019,38,11,36,23,0,2do,2,0,15,0,0,27,2,0,36,0,0,0
75820,5609,2020-11-18T16:21:16.6081071Z,2019,37,15,29,24,0,3ro,0,1,13,0,0,22,8,0,37,0,0,0
75820,5610,2020-11-18T16:21:16.6081071Z,2019,37,12,31,17,0,4to,1,0,20,0,0,25,6,0,36,0,0,0
75820,5611,2020-11-18T16:21:16.6081071Z,2019,33,16,31,14,0,5to,0,0,19,0,0,17,2,0,33,0,0,0
75820,5612,2020-11-18T16:21:16.6081071Z,2019,37,7,35,27,0,K,0,2,10,0,0,30,2,0,37,0,0,0
75820,5613,2020-11-18T16:21:16.6091066Z,2019,23,4,20,15,0,PK,0,1,8,0,0,19,3,0,23,0,0,0
75820,5614,2020-11-18T16:21:16.6091066Z,2019,3,3,3,2,0,Sin Grado,0,0,1,0,0,0,0,0,3,0,0,0
48264,3203,2020-11-18T16:21:01.435989Z,2019,174,69,122,89,0,10mo,2,0,85,0,0,105,52,0,171,0,0,1
48264,3204,2020-11-18T16:21:01.435989Z,2019,155,44,102,73,0,11mo,3,1,82,0,0,111,53,1,151,0,2,0
48264,3205,2020-11-18T16:21:01.4369903Z,2019,159,0,95,78,0,12mo,3,0,81,0,0,159,64,1,155,0,0,0
48264,3206,2020-11-18T16:21:01.4369903Z,2019,200,65,143,109,0,9no,2,0,91,0,0,135,57,1,197,0,0,0
48264,3207,2020-11-18T16:21:01.4369903Z,2019,2,1,1,1,0,Sin Grado,0,0,1,0,0,1,1,0,2,0,0,0
48264,33228,2021-06-24T13:18:30.8715924Z,2021,166,55,130,71,0,10mo,3,0,95,0,0,111,36,0,163,0,1,0
48264,33229,2021-06-24T13:18:30.8715924Z,2021,181,58,124,97,0,11mo,2,0,84,0,0,123,57,1,178,0,0,0
48264,33230,2021-06-24T13:18:30.8715924Z,2021,159,56,110,83,0,12mo,2,0,76,0,0,103,49,0,157,0,0,0
48264,33231,2021-06-24T13:18:30.8725929Z,2021,152,40,119,76,0,9no,3,0,76,0,0,112,33,0,149,0,1,0
48264,33232,2021-06-24T13:18:30.8725929Z,2021,25,25,20,8,0,Sin Grado,0,0,17,0,0,0,5,0,25,0,0,0
48264,9224,2020-11-18T16:21:57.3172532Z,2020,183,62,140,96,0,10mo,2,0,87,0,0,121,43,1,180,0,0,0
48264,9225,2020-11-18T16:21:57.3172532Z,2020,175,68,121,91,0,11mo,2,1,84,0,0,107,54,0,172,0,0,1
48264,9226,2020-11-18T16:21:57.3182554Z,2020,129,42,88,57,0,12mo,1,0,72,0,0,87,41,1,127,0,1,0
48264,9227,2020-11-18T16:21:57.3182554Z,2020,162,57,128,66,0,9no,1,0,96,0,0,105,34,0,161,0,1,0
70581,11067,2020-11-18T16:22:07.634131Z,2020,40,14,36,14,0,10mo,2,0,26,0,0,26,4,0,38,0,0,0
70581,11068,2020-11-18T16:22:07.6351309Z,2020,57,10,38,38,0,11mo,6,0,19,0,0,47,19,0,51,0,0,0
70581,11069,2020-11-18T16:22:07.6351309Z,2020,59,17,46,23,0,12mo,3,0,36,0,0,42,13,0,56,0,0,0
70581,11070,2020-11-18T16:22:07.6351309Z,2020,59,13,46,33,0,6to,3,0,26,0,0,46,13,0,56,0,0,0
70581,11071,2020-11-18T16:22:07.6351309Z,2020,61,23,52,28,0,7mo,0,0,33,0,0,38,9,0,61,0,0,0
70581,11072,2020-11-18T16:22:07.6361318Z,2020,57,22,44,23,0,8vo,2,0,34,0,0,35,13,0,55,0,0,0
70581,11073,2020-11-18T16:22:07.6361318Z,2020,64,26,46,32,0,9no,4,0,32,0,0,38,18,0,59,0,0,1
70581,35088,2021-06-24T13:18:43.7178036Z,2021,56,20,44,27,0,10mo,2,1,29,0,0,36,12,0,53,0,0,1
70581,35089,2021-06-24T13:18:43.7178036Z,2021,38,14,36,10,0,11mo,2,0,28,0,0,24,2,0,36,0,0,0
70581,35090,2021-06-24T13:18:43.7178036Z,2021,48,9,36,33,0,12mo,4,0,15,0,0,39,12,0,44,0,0,0
70581,35091,2021-06-24T13:18:43.7178036Z,2021,62,17,56,35,0,6to,6,0,27,0,0,45,6,0,56,0,1,0
70581,35092,2021-06-24T13:18:43.7188046Z,2021,57,16,49,29,0,7mo,3,0,28,0,0,41,8,0,54,0,0,0
70581,35093,2021-06-24T13:18:43.7188046Z,2021,59,21,50,26,0,8vo,0,0,33,0,0,38,9,0,59,0,0,0
70581,35094,2021-06-24T13:18:43.7188046Z,2021,85,28,76,38,0,9no,5,1,47,0,0,57,9,0,80,0,0,0
70581,5060,2020-11-18T16:21:13.4329912Z,2019,69,14,50,47,0,10mo,5,0,22,0,0,55,19,0,64,0,0,0
70581,5061,2020-11-18T16:21:13.4329912Z,2019,67,18,50,28,0,11mo,2,1,39,0,1,49,17,0,65,0,0,0
70581,5062,2020-11-18T16:21:13.4329912Z,2019,79,0,53,35,0,12mo,2,0,44,0,0,79,26,0,77,0,0,0
70581,5063,2020-11-18T16:21:13.4329912Z,2019,64,23,50,31,0,6to,1,0,33,0,0,41,14,0,63,0,0,0
70581,5064,2020-11-18T16:21:13.4339917Z,2019,46,21,33,17,0,7mo,0,0,29,0,0,25,13,0,46,0,0,0
70581,5065,2020-11-18T16:21:13.4339917Z,2019,60,19,47,28,0,8vo,1,1,32,0,0,41,13,0,58,0,0,1
70581,5066,2020-11-18T16:21:13.4339917Z,2019,49,18,41,18,0,9no,2,1,31,0,0,31,8,0,47,0,0,0
70581,5067,2020-11-18T16:21:13.4339917Z,2019,4,1,4,1,0,Sin Grado,0,1,3,0,0,3,0,0,4,0,0,0
20909,1105,2020-11-18T16:20:44.6197765Z,2019,110,43,92,54,0,6to,0,0,56,0,0,67,18,0,110,0,1,0
20909,1106,2020-11-18T16:20:44.6197765Z,2019,124,57,96,61,0,7mo,0,0,63,0,0,67,28,0,124,0,0,0
20909,1107,2020-11-18T16:20:44.6197765Z,2019,95,37,84,48,0,8vo,2,0,47,0,0,58,11,0,93,0,0,0
20909,31105,2021-06-24T13:18:13.0287919Z,2021,127,52,97,55,0,6to,4,0,72,0,0,75,30,0,123,1,0,0
20909,31106,2021-06-24T13:18:13.0287919Z,2021,113,48,96,50,0,7mo,2,0,63,0,0,65,17,0,111,0,0,0
20909,31107,2021-06-24T13:18:13.0287919Z,2021,124,42,94,56,0,8vo,1,0,68,0,0,82,30,0,123,0,1,0
20909,31108,2021-06-24T13:18:13.0287919Z,2021,13,13,10,6,0,Sin Grado,0,0,7,0,0,0,3,1,12,0,0,0
20909,7109,2020-11-18T16:21:44.1864975Z,2020,97,45,86,43,0,6to,2,2,54,0,0,52,11,0,95,0,0,0
20909,7110,2020-11-18T16:21:44.1874979Z,2020,125,44,106,59,0,7mo,1,0,66,0,0,81,19,0,123,0,1,1
20909,7111,2020-11-18T16:21:44.1874979Z,2020,117,52,91,59,0,8vo,0,1,58,0,0,65,26,0,116,0,1,1
20909,7112,2020-11-18T16:21:44.1874979Z,2020,8,8,6,4,0,Sin Grado,0,0,4,0,0,0,2,0,8,0,0,0
63099,10602,2020-11-18T16:22:05.3275955Z,2020,39,12,39,22,0,1ro,2,1,17,0,0,27,0,0,36,0,0,1
63099,10603,2020-11-18T16:22:05.3275955Z,2020,23,4,23,12,0,2do,0,0,11,0,0,19,0,0,22,0,0,1
63099,10604,2020-11-18T16:22:05.3275955Z,2020,25,7,24,13,0,3ro,0,0,12,0,0,18,1,0,25,0,0,0
63099,10605,2020-11-18T16:22:05.3285955Z,2020,15,8,15,8,0,4to,0,1,7,0,0,7,0,0,15,0,0,0
63099,10606,2020-11-18T16:22:05.3285955Z,2020,19,7,18,12,0,5to,0,0,7,0,0,12,1,0,19,0,0,0
63099,10607,2020-11-18T16:22:05.3285955Z,2020,29,6,29,13,0,K,0,1,16,0,0,23,0,0,29,0,0,0
63099,10608,2020-11-18T16:22:05.3285955Z,2020,30,30,30,10,0,Sin Grado,1,2,20,0,0,0,0,0,29,0,0,0
63099,34617,2021-06-24T13:18:41.0799121Z,2021,23,3,23,10,0,1ro,0,0,13,0,0,20,0,0,23,0,0,0
63099,34618,2021-06-24T13:18:41.0799121Z,2021,31,11,26,17,0,2do,0,0,14,0,0,20,5,0,31,0,0,0
63099,34619,2021-06-24T13:18:41.0799121Z,2021,19,7,15,8,0,3ro,0,0,11,0,0,12,4,0,18,0,0,1
63099,34620,2021-06-24T13:18:41.0809135Z,2021,22,6,20,15,0,4to,0,0,7,0,0,16,2,0,22,0,0,0
63099,34621,2021-06-24T13:18:41.0809135Z,2021,14,9,12,9,0,5to,0,0,5,0,0,5,2,0,14,0,0,0
63099,34622,2021-06-24T13:18:41.0809135Z,2021,17,5,8,13,0,K,0,0,4,0,0,12,9,0,17,0,0,0
63099,34623,2021-06-24T13:18:41.0809135Z,2021,15,14,13,2,0,Sin Grado,1,0,13,0,0,1,2,0,14,0,0,0
63099,4590,2020-11-18T16:21:10.8462631Z,2019,54,13,53,28,0,1ro,0,0,26,0,0,41,1,0,53,0,0,1
63099,4591,2020-11-18T16:21:10.8462631Z,2019,30,9,30,17,0,2do,0,2,13,0,0,21,0,0,30,0,0,0
63099,4592,2020-11-18T16:21:10.8472649Z,2019,23,11,23,13,0,3ro,0,0,10,0,0,12,0,0,22,0,0,1
63099,4593,2020-11-18T16:21:10.8472649Z,2019,27,8,25,16,0,4to,0,0,11,0,0,19,2,0,27,0,0,0
63099,4594,2020-11-18T16:21:10.8482648Z,2019,17,7,16,11,0,5to,0,2,6,0,0,10,1,0,17,0,0,0
63099,4595,2020-11-18T16:21:10.8482648Z,2019,1,0,1,0,0,6to,0,0,1,0,0,1,0,0,1,0,0,0
63099,4596,2020-11-18T16:21:10.8482648Z,2019,26,8,16,15,0,K,0,0,11,0,0,18,10,0,26,0,0,0
63099,4597,2020-11-18T16:21:10.8492657Z,2019,36,34,36,13,0,Sin Grado,0,1,23,0,0,2,0,0,36,0,0,0
71134,11234,2020-11-18T16:22:09.5854333Z,2020,47,20,28,25,0,1ro,0,0,22,0,0,27,19,0,47,0,0,0
71134,11235,2020-11-18T16:22:09.5854333Z,2020,33,17,23,19,0,2do,1,0,14,0,0,16,10,0,32,0,0,0
71134,11236,2020-11-18T16:22:09.5854333Z,2020,36,15,34,18,0,3ro,0,0,18,0,0,21,2,0,36,0,0,0
71134,11237,2020-11-18T16:22:09.5864333Z,2020,35,20,29,16,0,4to,0,0,19,0,0,15,6,0,35,0,0,0
71134,11238,2020-11-18T16:22:09.5864333Z,2020,29,8,25,16,0,5to,0,0,13,0,0,21,4,0,29,0,0,0
71134,11239,2020-11-18T16:22:09.5864333Z,2020,42,19,36,17,0,K,0,0,25,0,0,23,6,0,42,0,0,0
71134,11240,2020-11-18T16:22:09.5864333Z,2020,22,17,14,7,0,Sin Grado,0,0,15,0,0,5,8,0,22,0,0,0
71134,35255,2021-06-24T13:18:44.8255987Z,2021,42,17,36,18,0,1ro,0,0,24,0,0,25,6,0,42,0,0,0
71134,35256,2021-06-24T13:18:44.8255987Z,2021,44,19,38,27,0,2do,0,0,17,0,0,25,6,0,44,0,0,0
71134,35257,2021-06-24T13:18:44.8255987Z,2021,37,15,31,21,0,3ro,1,0,16,0,0,22,6,0,36,0,0,0
71134,35258,2021-06-24T13:18:44.8255987Z,2021,34,15,28,17,0,4to,0,0,17,0,0,19,6,0,34,0,0,0
71134,35259,2021-06-24T13:18:44.8266001Z,2021,36,19,33,17,0,5to,0,0,19,0,0,17,3,0,36,0,0,0
71134,35260,2021-06-24T13:18:44.8266001Z,2021,31,13,18,15,0,K,0,0,16,0,0,18,13,0,31,0,0,0
71134,35261,2021-06-24T13:18:44.8266001Z,2021,17,13,12,4,0,Sin Grado,0,0,13,0,0,4,5,0,17,0,0,0
71134,5229,2020-11-18T16:21:14.4446631Z,2019,44,20,41,30,0,1ro,1,0,14,0,0,24,3,0,43,0,0,0
71134,5230,2020-11-18T16:21:14.4446631Z,2019,38,11,36,18,0,2do,0,0,20,0,0,27,2,0,38,0,0,0
71134,5231,2020-11-18T16:21:14.4456631Z,2019,42,21,37,18,0,3ro,1,0,24,0,0,21,5,0,41,0,0,0
71134,5232,2020-11-18T16:21:14.4456631Z,2019,35,12,31,16,0,4to,0,0,19,0,0,23,4,0,35,0,0,0
71134,5233,2020-11-18T16:21:14.4456631Z,2019,28,9,21,16,0,5to,0,0,12,0,0,19,7,0,28,0,0,0
71134,5234,2020-11-18T16:21:14.4456631Z,2019,42,17,36,20,0,K,0,0,22,0,0,25,6,0,42,0,0,0
71134,5235,2020-11-18T16:21:14.4456631Z,2019,22,20,17,5,0,Sin Grado,0,1,17,0,0,2,5,0,22,0,0,0
31583,1977,2020-11-18T16:20:53.4116374Z,2019,23,5,21,10,0,1ro,0,0,13,0,0,18,2,0,23,0,0,0
31583,1978,2020-11-18T16:20:53.4116374Z,2019,25,5,20,10,0,2do,0,0,15,0,0,20,5,0,25,0,0,0
31583,1979,2020-11-18T16:20:53.4116374Z,2019,22,9,19,11,0,3ro,0,0,11,0,0,13,3,0,22,0,0,0
31583,1980,2020-11-18T16:20:53.4116374Z,2019,28,8,26,13,0,4to,0,0,15,0,0,20,2,0,28,0,0,0
31583,1981,2020-11-18T16:20:53.4126392Z,2019,29,9,27,12,0,5to,0,0,17,0,0,20,2,1,28,0,0,0
31583,1982,2020-11-18T16:20:53.4126392Z,2019,34,11,30,17,0,6to,0,0,17,0,0,23,4,0,34,0,0,0
31583,1983,2020-11-18T16:20:53.4126392Z,2019,30,10,25,14,0,7mo,1,0,16,0,0,20,5,0,29,0,0,0
31583,1984,2020-11-18T16:20:53.4136387Z,2019,16,4,13,5,0,8vo,0,0,11,0,0,12,3,0,16,0,0,0
31583,1985,2020-11-18T16:20:53.4136387Z,2019,15,4,12,8,0,K,0,0,7,0,0,11,3,0,15,0,0,0
31583,1986,2020-11-18T16:20:53.4136387Z,2019,20,2,16,10,0,PK,0,0,10,0,0,18,4,0,19,0,0,1
31583,31985,2021-06-24T13:18:18.6988576Z,2021,22,2,20,11,0,1ro,0,0,11,0,0,20,2,0,21,0,0,1
31583,31986,2021-06-24T13:18:18.6988576Z,2021,15,5,12,9,0,2do,0,0,6,0,0,10,3,0,14,0,0,1
31583,31987,2021-06-24T13:18:18.6988576Z,2021,23,3,22,9,0,3ro,0,0,14,0,0,20,1,0,23,0,0,0
31583,31988,2021-06-24T13:18:18.6988576Z,2021,23,9,19,10,0,4to,0,0,13,0,0,14,4,0,23,0,0,0
31583,31989,2021-06-24T13:18:18.6998617Z,2021,13,3,11,7,0,5to,0,0,6,0,0,10,2,0,13,0,0,0
31583,31990,2021-06-24T13:18:18.6998617Z,2021,33,8,30,15,0,6to,0,0,18,0,0,25,3,0,33,0,0,0
31583,31991,2021-06-24T13:18:18.6998617Z,2021,31,10,26,10,0,7mo,0,0,21,0,0,21,5,0,31,0,0,0
31583,31992,2021-06-24T13:18:18.700859Z,2021,30,10,27,14,0,8vo,0,0,16,0,0,20,3,0,30,0,0,0
31583,31993,2021-06-24T13:18:18.700859Z,2021,21,7,18,14,0,K,0,0,7,0,0,14,3,0,20,0,0,1
31583,31994,2021-06-24T13:18:18.700859Z,2021,15,0,15,3,0,PK,0,0,12,0,0,15,0,0,15,0,0,0
31583,7989,2020-11-18T16:21:49.1458058Z,2020,14,3,11,8,0,1ro,0,0,6,0,0,11,3,0,13,0,0,1
31583,7990,2020-11-18T16:21:49.1458058Z,2020,22,4,20,9,0,2do,0,0,13,0,0,18,2,0,21,0,0,1
31583,7991,2020-11-18T16:21:49.1458058Z,2020,21,7,15,10,0,3ro,0,0,11,0,0,14,6,0,21,0,0,0
31583,7992,2020-11-18T16:21:49.1458058Z,2020,14,4,10,8,0,4to,0,0,6,0,0,10,4,0,14,0,0,0
31583,7993,2020-11-18T16:21:49.1468049Z,2020,26,7,23,11,0,5to,0,0,15,0,0,19,3,0,26,0,0,0
31583,7994,2020-11-18T16:21:49.1468049Z,2020,31,11,23,11,0,6to,0,0,20,0,0,20,8,0,31,0,0,0
31583,7995,2020-11-18T16:21:49.1468049Z,2020,31,10,27,15,0,7mo,0,0,16,0,0,21,4,0,31,0,0,0
31583,7996,2020-11-18T16:21:49.1478058Z,2020,24,9,17,12,0,8vo,1,0,12,0,0,15,7,0,23,0,0,0
31583,7997,2020-11-18T16:21:49.1478058Z,2020,21,2,19,10,0,K,0,0,11,0,0,19,2,0,21,0,0,0
31583,7998,2020-11-18T16:21:49.1478058Z,2020,12,1,10,12,0,PK,0,0,0,0,0,11,2,0,11,0,0,1
35071,2313,2020-11-18T16:20:55.7872234Z,2019,67,22,56,33,0,1ro,1,1,34,0,0,45,11,0,66,0,0,0
35071,2314,2020-11-18T16:20:55.7872234Z,2019,56,16,41,27,0,2do,3,0,29,0,0,40,15,0,53,0,0,0
35071,2315,2020-11-18T16:20:55.7872234Z,2019,73,14,48,39,0,3ro,2,0,34,0,0,59,25,0,71,0,0,0
35071,2316,2020-11-18T16:20:55.7882234Z,2019,63,14,49,35,0,4to,5,0,28,0,0,49,14,0,58,0,0,0
35071,2317,2020-11-18T16:20:55.7882234Z,2019,64,15,37,31,0,5to,1,1,33,0,0,49,27,0,63,0,0,0
35071,2318,2020-11-18T16:20:55.7882234Z,2019,41,6,34,18,0,K,0,0,23,0,0,35,7,0,41,0,0,0
35071,2319,2020-11-18T16:20:55.7882234Z,2019,2,2,2,0,0,Sin Grado,0,0,2,0,0,0,0,0,2,0,0,0
35071,32320,2021-06-24T13:18:23.2781412Z,2021,52,13,41,25,0,1ro,0,0,27,0,0,39,11,0,52,0,0,0
35071,32321,2021-06-24T13:18:23.2781412Z,2021,48,10,44,20,0,2do,0,1,28,0,0,38,4,0,48,0,0,0
35071,32322,2021-06-24T13:18:23.2781412Z,2021,74,20,61,36,0,3ro,1,0,38,0,0,54,13,0,73,0,0,0
35071,32323,2021-06-24T13:18:23.2791417Z,2021,66,19,56,29,0,4to,3,0,37,0,0,47,10,0,63,0,0,0
35071,32324,2021-06-24T13:18:23.2791417Z,2021,82,15,67,39,0,5to,2,0,43,0,0,67,15,0,80,0,0,0
35071,32325,2021-06-24T13:18:23.2791417Z,2021,45,7,42,29,0,K,0,1,16,0,0,38,3,0,45,0,0,0
35071,32326,2021-06-24T13:18:23.2791417Z,2021,3,3,3,1,0,Sin Grado,0,0,2,0,0,0,0,0,3,0,0,0
35071,8325,2020-11-18T16:21:51.3963044Z,2020,53,12,42,21,0,1ro,0,0,32,0,0,41,11,0,53,0,0,0
35071,8326,2020-11-18T16:21:51.3963044Z,2020,67,16,52,32,0,2do,1,0,35,0,0,51,15,0,66,0,0,0
35071,8327,2020-11-18T16:21:51.3963044Z,2020,63,18,47,29,0,3ro,3,0,34,0,0,45,16,0,60,0,0,0
35071,8328,2020-11-18T16:21:51.3963044Z,2020,74,15,50,40,0,4to,2,0,34,0,0,59,24,0,72,0,0,0
35071,8329,2020-11-18T16:21:51.3973053Z,2020,61,15,46,31,0,5to,6,0,30,0,0,46,15,0,55,0,0,0
35071,8330,2020-11-18T16:21:51.3973053Z,2020,47,7,36,24,0,K,0,0,23,0,0,40,11,0,47,0,0,0
35071,8331,2020-11-18T16:21:51.3973053Z,2020,2,2,2,0,0,Sin Grado,0,0,2,0,0,0,0,0,2,0,0,0
66209,10767,2020-11-18T16:22:06.0280634Z,2020,99,14,69,64,0,10mo,2,0,35,0,0,85,30,0,97,0,0,0
66209,10768,2020-11-18T16:22:06.0280634Z,2020,129,31,99,70,0,11mo,5,2,59,0,0,98,30,0,124,0,0,0
66209,10769,2020-11-18T16:22:06.0280634Z,2020,122,32,83,55,0,12mo,3,1,67,0,0,90,39,1,118,0,0,0
66209,10770,2020-11-18T16:22:06.0290652Z,2020,147,35,121,69,0,9no,3,0,78,0,0,112,26,0,143,0,0,1
66209,10771,2020-11-18T16:22:06.0290652Z,2020,7,7,6,0,0,Sin Grado,0,0,7,0,0,0,1,0,7,0,0,0
66209,34784,2021-06-24T13:18:41.5012149Z,2021,125,26,106,63,0,10mo,3,0,62,0,0,99,19,0,122,0,0,0
66209,34785,2021-06-24T13:18:41.5022154Z,2021,93,11,73,60,0,11mo,2,0,33,0,0,82,20,1,90,0,0,0
66209,34786,2021-06-24T13:18:41.5022154Z,2021,115,29,93,63,0,12mo,5,2,52,0,0,86,22,0,110,0,0,0
66209,34787,2021-06-24T13:18:41.5032163Z,2021,86,25,78,50,0,9no,0,0,36,0,0,61,8,0,86,1,0,0
66209,34788,2021-06-24T13:18:41.5032163Z,2021,8,8,7,0,0,Sin Grado,0,0,8,0,0,0,1,0,8,0,0,0
66209,4759,2020-11-18T16:21:11.9149779Z,2019,127,27,95,66,0,10mo,3,1,61,0,0,100,32,0,124,0,0,0
66209,4760,2020-11-18T16:21:11.9149779Z,2019,130,36,99,56,0,11mo,5,0,74,0,0,94,31,0,125,0,0,0
66209,4761,2020-11-18T16:21:11.9149779Z,2019,127,0,96,66,0,12mo,3,0,61,0,0,127,31,0,124,0,0,0
66209,4762,2020-11-18T16:21:11.9149779Z,2019,122,29,94,67,0,9no,1,0,55,0,0,93,28,0,121,0,0,0
66209,4763,2020-11-18T16:21:11.9149779Z,2019,4,4,3,0,0,Sin Grado,0,0,4,0,0,0,1,0,4,0,0,0
66233,10779,2020-11-18T16:22:06.0320661Z,2020,64,10,58,32,0,1ro,0,0,32,0,0,54,6,0,64,0,0,0
66233,10780,2020-11-18T16:22:06.0320661Z,2020,59,18,51,30,0,2do,5,0,29,0,0,41,8,0,53,0,0,1
66233,10781,2020-11-18T16:22:06.0330665Z,2020,51,16,49,25,0,3ro,1,0,26,0,0,35,2,0,49,0,0,1
66233,10782,2020-11-18T16:22:06.0330665Z,2020,50,16,47,26,0,4to,0,0,24,0,0,34,3,0,50,0,0,0
66233,10783,2020-11-18T16:22:06.0330665Z,2020,43,18,39,27,0,5to,0,0,16,0,0,25,4,0,43,0,0,0
66233,10784,2020-11-18T16:22:06.0330665Z,2020,68,18,60,34,0,K,1,0,34,0,0,50,8,0,67,0,0,0
66233,10785,2020-11-18T16:22:06.034067Z,2020,10,10,9,3,0,Sin Grado,0,0,7,0,0,0,1,0,10,0,0,0
66233,34796,2021-06-24T13:18:41.5062178Z,2021,62,19,57,29,0,1ro,1,0,33,0,0,43,5,0,61,0,0,0
66233,34797,2021-06-24T13:18:41.5062178Z,2021,63,14,58,33,0,2do,0,0,30,0,0,49,5,0,63,0,0,0
