PartitionKey,RowKey,Timestamp,AcademicYear,All,Disabilities,EconomicallyDisadvantaged,Female,FosterCare,Grade,HispanicNOTPuertoRican,Homeless,Male,Migrants,MilitaryParent,NOTDisabilities,NOTEconomicallyDisadvantaged,OtherOrigin,PuertoRican,Section504,SpanishLearners,WhiteNOTHispanic
58594,10109,2020-11-18T16:22:02.6978382Z,2020,86,18,55,53,0,8vo,0,0,33,0,0,68,31,2,84,0,0,0
58594,10110,2020-11-18T16:22:02.6978382Z,2020,23,1,7,13,0,K,0,0,10,0,0,22,16,0,23,0,0,0
58594,10111,2020-11-18T16:22:02.6978382Z,2020,10,0,0,6,0,PK,0,0,4,0,0,10,10,0,10,0,0,0
58594,10112,2020-11-18T16:22:02.6988386Z,2020,8,8,7,2,0,Sin Grado,1,0,6,0,0,0,1,0,7,0,0,0
58594,34110,2021-06-24T13:18:37.4383011Z,2021,17,2,9,10,0,1ro,0,0,7,0,0,15,8,0,17,0,0,0
58594,34111,2021-06-24T13:18:37.4383011Z,2021,25,7,20,10,0,2do,2,0,15,0,0,18,5,0,23,0,0,0
58594,34112,2021-06-24T13:18:37.4383011Z,2021,26,9,16,10,0,3ro,0,0,16,0,0,17,10,0,26,0,0,0
58594,34113,2021-06-24T13:18:37.4383011Z,2021,17,7,14,8,0,4to,0,0,9,0,0,10,3,0,17,0,0,0
58594,34114,2021-06-24T13:18:37.4383011Z,2021,24,7,21,11,0,5to,1,0,13,0,0,17,3,0,23,1,0,0
58594,34115,2021-06-24T13:18:37.4393025Z,2021,80,26,56,33,0,6to,1,0,47,0,0,54,24,0,79,0,0,0
58594,34116,2021-06-24T13:18:37.4393025Z,2021,83,20,52,45,0,7mo,2,1,38,0,0,63,31,0,81,0,0,0
58594,34117,2021-06-24T13:18:37.4393025Z,2021,64,14,49,26,0,8vo,0,1,38,0,0,50,15,0,64,0,0,0
58594,34118,2021-06-24T13:18:37.4403034Z,2021,17,2,7,11,0,K,0,0,6,0,0,15,10,0,17,0,0,0
58594,34119,2021-06-24T13:18:37.4403034Z,2021,9,0,5,6,0,PK,0,0,3,0,0,9,4,0,9,0,0,0
58594,34120,2021-06-24T13:18:37.4403034Z,2021,6,6,4,1,0,Sin Grado,1,0,5,0,0,0,2,0,5,0,0,0
58594,4084,2020-11-18T16:21:07.3169119Z,2019,15,4,9,5,0,1ro,0,0,10,0,0,11,6,0,15,0,0,0
58594,4085,2020-11-18T16:21:07.3169119Z,2019,19,6,12,10,0,2do,0,0,9,0,0,13,7,0,19,0,0,0
58594,4086,2020-11-18T16:21:07.3169119Z,2019,20,7,16,10,0,3ro,0,1,10,0,0,13,4,0,20,1,0,0
58594,4087,2020-11-18T16:21:07.3169119Z,2019,20,8,12,8,0,4to,0,0,12,0,0,12,8,0,20,0,0,0
58594,4088,2020-11-18T16:21:07.3169119Z,2019,26,8,21,11,0,5to,1,1,15,0,0,18,5,0,25,0,0,0
58594,4089,2020-11-18T16:21:07.3179128Z,2019,67,11,47,28,0,6to,0,2,39,0,0,56,20,0,67,0,0,0
58594,4090,2020-11-18T16:21:07.3179128Z,2019,98,21,63,60,0,7mo,0,1,38,0,0,77,35,2,96,0,0,0
58594,4091,2020-11-18T16:21:07.3179128Z,2019,85,14,51,50,0,8vo,1,1,35,0,0,71,34,0,84,2,0,0
58594,4092,2020-11-18T16:21:07.3179128Z,2019,12,1,10,4,0,K,3,0,8,0,0,11,2,0,9,0,0,0
58594,4093,2020-11-18T16:21:07.3179128Z,2019,14,1,6,6,0,PK,0,0,8,0,0,13,8,0,14,0,0,0
58594,4094,2020-11-18T16:21:07.3179128Z,2019,10,10,10,4,0,Sin Grado,1,0,6,0,0,0,0,0,9,0,0,0
32375,2035,2020-11-18T16:20:53.9009627Z,2019,15,2,12,5,0,10mo,0,0,10,0,0,13,3,0,15,0,0,0
32375,2036,2020-11-18T16:20:53.9009627Z,2019,6,0,4,1,0,11mo,0,0,5,0,0,6,2,0,6,0,0,0
32375,2037,2020-11-18T16:20:53.9019636Z,2019,5,0,5,1,0,12mo,0,0,4,0,0,5,0,0,4,0,0,1
32375,2038,2020-11-18T16:20:53.9019636Z,2019,3,2,3,1,0,1ro,0,0,2,0,0,1,0,0,3,0,0,0
32375,2039,2020-11-18T16:20:53.9019636Z,2019,10,2,7,8,0,2do,0,0,2,0,0,8,3,0,10,0,0,0
32375,2040,2020-11-18T16:20:53.9029636Z,2019,11,5,9,4,0,3ro,1,0,7,0,0,6,2,0,10,0,0,0
32375,2041,2020-11-18T16:20:53.9029636Z,2019,11,6,10,5,0,4to,1,0,6,0,0,5,1,0,10,0,0,0
32375,2042,2020-11-18T16:20:53.9029636Z,2019,5,2,4,1,0,5to,0,0,4,0,0,3,1,0,5,0,0,0
32375,2043,2020-11-18T16:20:53.9029636Z,2019,17,3,14,4,0,6to,0,0,13,0,0,14,3,0,17,0,0,0
32375,2044,2020-11-18T16:20:53.9039645Z,2019,13,8,12,0,0,7mo,0,1,13,0,0,5,1,0,12,0,0,1
32375,2045,2020-11-18T16:20:53.9039645Z,2019,8,1,6,5,0,8vo,0,0,3,0,0,7,2,0,8,0,0,0
32375,2046,2020-11-18T16:20:53.9039645Z,2019,12,4,9,8,0,9no,1,1,4,0,0,8,3,0,10,0,0,1
32375,32044,2021-06-24T13:18:20.0938579Z,2021,7,1,5,5,0,10mo,0,0,2,0,0,6,2,0,6,0,0,1
32375,32045,2021-06-24T13:18:20.0938579Z,2021,5,1,4,4,0,11mo,0,0,1,0,0,4,1,0,4,0,0,1
32375,32046,2021-06-24T13:18:20.0938579Z,2021,8,1,6,2,0,12mo,0,0,6,0,0,7,2,0,8,0,0,0
32375,32047,2021-06-24T13:18:20.0948588Z,2021,12,4,9,8,0,4to,1,0,4,0,0,8,3,0,11,0,0,0
32375,32048,2021-06-24T13:18:20.0948588Z,2021,10,3,10,5,0,5to,1,0,5,0,0,7,0,0,9,0,0,0
32375,32049,2021-06-24T13:18:20.0948588Z,2021,10,2,8,6,0,6to,0,0,4,0,0,8,2,0,9,0,0,1
32375,32050,2021-06-24T13:18:20.0958593Z,2021,12,5,12,3,0,7mo,1,0,9,0,0,7,0,0,11,0,0,0
32375,32051,2021-06-24T13:18:20.0958593Z,2021,13,6,8,4,0,8vo,0,0,9,0,0,7,5,0,12,0,0,1
32375,32052,2021-06-24T13:18:20.0958593Z,2021,9,5,8,2,0,9no,1,0,7,0,0,4,1,0,8,0,0,0
32375,8048,2020-11-18T16:21:49.5680857Z,2020,8,1,7,6,0,10mo,1,0,2,0,0,7,1,0,7,0,0,0
32375,8049,2020-11-18T16:21:49.5680857Z,2020,14,3,12,4,0,11mo,0,0,10,0,0,11,2,0,14,0,0,0
32375,8050,2020-11-18T16:21:49.5680857Z,2020,3,0,1,0,0,12mo,0,0,3,0,0,3,2,0,3,0,0,0
32375,8051,2020-11-18T16:21:49.5690866Z,2020,1,0,1,0,0,2do,0,0,1,0,0,1,0,0,1,0,0,0
32375,8052,2020-11-18T16:21:49.5690866Z,2020,5,1,5,4,0,3ro,0,0,1,0,0,4,0,0,5,0,0,0
32375,8053,2020-11-18T16:21:49.5690866Z,2020,8,3,8,2,0,4to,0,0,6,0,0,5,0,0,8,0,0,0
32375,8054,2020-11-18T16:21:49.5700879Z,2020,13,5,12,6,0,5to,1,0,7,0,0,8,1,0,11,0,0,1
32375,8055,2020-11-18T16:21:49.5700879Z,2020,9,5,7,2,0,6to,0,0,7,0,0,4,2,0,9,0,0,0
32375,8056,2020-11-18T16:21:49.5700879Z,2020,14,4,12,4,0,7mo,0,0,10,0,0,10,2,0,14,0,0,0
32375,8057,2020-11-18T16:21:49.5700879Z,2020,8,6,7,0,0,8vo,0,0,8,0,0,2,1,0,8,0,0,0
32375,8058,2020-11-18T16:21:49.5710884Z,2020,9,1,8,5,0,9no,0,0,4,0,0,8,1,0,8,0,0,1
74807,11534,2020-11-18T16:22:11.3065826Z,2020,88,34,74,43,0,1ro,0,0,45,0,0,54,14,0,88,0,0,0
74807,11535,2020-11-18T16:22:11.3065826Z,2020,68,19,59,29,0,2do,0,0,39,0,0,49,9,0,68,0,0,0
74807,11536,2020-11-18T16:22:11.3075839Z,2020,80,26,70,41,0,3ro,1,0,39,0,0,54,10,0,79,0,0,0
74807,11537,2020-11-18T16:22:11.3075839Z,2020,90,30,79,40,0,4to,2,0,50,0,0,60,11,0,88,0,0,0
74807,11538,2020-11-18T16:22:11.3075839Z,2020,90,27,77,42,0,5to,3,0,48,0,0,63,13,0,87,0,0,0
74807,11539,2020-11-18T16:22:11.3075839Z,2020,70,23,57,40,0,K,3,0,30,0,0,47,13,1,66,0,0,0
74807,11540,2020-11-18T16:22:11.3075839Z,2020,19,18,16,3,0,Sin Grado,0,0,16,0,0,1,3,1,18,0,0,0
74807,35556,2021-06-24T13:18:46.5868607Z,2021,62,19,59,35,0,1ro,2,0,27,0,0,43,3,0,60,0,0,0
74807,35557,2021-06-24T13:18:46.5878616Z,2021,76,31,73,35,0,2do,0,0,41,0,0,45,3,0,76,0,0,0
74807,35558,2021-06-24T13:18:46.5878616Z,2021,66,19,59,27,0,3ro,0,0,39,0,0,47,7,0,66,0,0,0
74807,35559,2021-06-24T13:18:46.5878616Z,2021,78,23,70,38,0,4to,1,0,40,0,0,55,8,0,77,0,0,0
74807,35560,2021-06-24T13:18:46.5878616Z,2021,85,28,82,39,0,5to,2,0,46,0,0,57,3,0,83,0,0,0
74807,35561,2021-06-24T13:18:46.588863Z,2021,66,11,62,36,0,K,1,0,30,0,0,55,4,0,65,0,0,0
74807,35562,2021-06-24T13:18:46.588863Z,2021,16,16,13,4,0,Sin Grado,0,0,12,0,0,0,3,0,16,0,0,0
74807,5526,2020-11-18T16:21:16.1798206Z,2019,92,37,78,34,0,1ro,0,0,58,0,0,55,14,0,92,0,0,0
74807,5527,2020-11-18T16:21:16.1798206Z,2019,83,26,73,40,0,2do,0,0,43,0,0,57,10,0,83,0,0,0
74807,5528,2020-11-18T16:21:16.1798206Z,2019,98,33,84,44,0,3ro,2,0,54,0,0,65,14,0,96,0,0,0
74807,5529,2020-11-18T16:21:16.1808201Z,2019,98,32,82,42,0,4to,3,0,56,0,0,66,16,0,95,0,0,0
74807,5530,2020-11-18T16:21:16.1808201Z,2019,99,34,80,38,0,5to,0,1,61,0,0,65,19,0,99,0,1,0
74807,5531,2020-11-18T16:21:16.1808201Z,2019,77,29,66,46,0,K,0,0,31,0,0,48,11,0,77,0,0,0
74807,5532,2020-11-18T16:21:16.1808201Z,2019,18,18,16,2,0,Sin Grado,0,0,16,0,0,0,2,0,18,0,0,0
50740,3303,2020-11-18T16:21:02.1254498Z,2019,55,18,48,24,0,6to,2,0,31,0,0,37,7,0,53,0,0,0
50740,3304,2020-11-18T16:21:02.1254498Z,2019,70,21,59,35,0,7mo,0,0,35,0,0,49,11,0,70,0,1,0
50740,3305,2020-11-18T16:21:02.1254498Z,2019,85,24,72,45,0,8vo,0,0,40,0,0,61,13,0,85,2,2,0
50740,3306,2020-11-18T16:21:02.1264507Z,2019,16,13,15,3,0,Sin Grado,0,0,13,0,0,3,1,0,16,0,0,0
50740,33329,2021-06-24T13:18:31.5550823Z,2021,49,18,41,22,0,6to,0,0,27,0,0,31,8,0,49,0,0,0
50740,33330,2021-06-24T13:18:31.5550823Z,2021,55,15,50,26,0,7mo,1,4,29,0,0,40,5,0,54,1,0,0
50740,33331,2021-06-24T13:18:31.5560832Z,2021,38,7,34,16,0,8vo,0,1,22,0,0,31,4,0,38,0,0,0
50740,33332,2021-06-24T13:18:31.5560832Z,2021,11,11,10,6,0,Sin Grado,0,2,5,0,0,0,1,0,11,0,0,0
50740,9323,2020-11-18T16:21:57.9906998Z,2020,59,15,54,30,0,6to,1,5,29,0,0,44,5,0,58,1,0,0
50740,9324,2020-11-18T16:21:57.9906998Z,2020,54,15,49,23,0,7mo,1,6,31,0,0,39,5,0,53,0,0,0
50740,9325,2020-11-18T16:21:57.9906998Z,2020,58,17,48,31,0,8vo,1,5,27,0,0,41,10,0,57,0,1,0
50740,9326,2020-11-18T16:21:57.9917007Z,2020,14,13,12,8,0,Sin Grado,0,1,6,0,0,1,2,0,14,0,0,0
66019,10749,2020-11-18T16:22:06.0230589Z,2020,82,27,74,37,0,6to,0,2,45,0,0,55,8,0,82,0,0,0
66019,10750,2020-11-18T16:22:06.0230589Z,2020,111,30,98,57,0,7mo,4,2,54,0,0,81,13,0,107,1,0,0
66019,10751,2020-11-18T16:22:06.0240616Z,2020,105,38,91,62,0,8vo,0,3,43,0,0,67,14,0,105,1,0,0
66019,10752,2020-11-18T16:22:06.0240616Z,2020,40,39,36,9,0,Sin Grado,1,2,31,0,0,1,4,0,39,0,0,0
66019,34766,2021-06-24T13:18:41.4791987Z,2021,91,25,81,51,0,6to,1,1,40,0,0,66,10,0,90,0,0,0
66019,34767,2021-06-24T13:18:41.4791987Z,2021,83,21,69,42,0,7mo,0,0,41,0,0,62,14,0,83,0,0,0
66019,34768,2021-06-24T13:18:41.4791987Z,2021,112,32,94,59,0,8vo,4,1,53,0,0,80,18,0,108,1,0,0
66019,34769,2021-06-24T13:18:41.4791987Z,2021,58,56,51,17,0,Sin Grado,0,1,41,0,0,2,7,0,58,0,0,0
66019,4740,2020-11-18T16:21:11.9069725Z,2019,106,24,87,53,0,6to,7,2,53,0,0,82,19,0,99,0,0,0
66019,4741,2020-11-18T16:21:11.9069725Z,2019,98,31,83,60,0,7mo,0,4,38,0,0,67,15,0,98,0,0,0
66019,4742,2020-11-18T16:21:11.9079725Z,2019,118,34,102,59,0,8vo,1,1,59,0,0,84,16,0,116,0,0,1
66019,4743,2020-11-18T16:21:11.9079725Z,2019,18,15,16,6,0,Sin Grado,0,1,12,0,0,3,2,0,18,0,0,0
62984,10568,2020-11-18T16:22:04.9263268Z,2020,102,34,96,45,0,10mo,8,0,57,0,0,68,6,0,94,0,0,0
62984,10569,2020-11-18T16:22:04.9263268Z,2020,68,22,61,42,0,11mo,9,0,26,0,0,46,7,0,59,0,0,0
62984,10570,2020-11-18T16:22:04.9263268Z,2020,58,7,52,24,0,12mo,6,1,34,0,0,51,6,0,52,0,0,0
62984,10571,2020-11-18T16:22:04.9263268Z,2020,84,28,79,38,0,9no,7,0,46,0,0,56,5,0,77,0,0,0
62984,10572,2020-11-18T16:22:04.9273272Z,2020,58,53,53,20,0,Sin Grado,1,0,38,0,0,5,5,0,57,0,0,0
62984,34582,2021-06-24T13:18:40.2453137Z,2021,88,28,74,39,0,10mo,7,0,49,0,0,60,14,0,81,0,0,0
62984,34583,2021-06-24T13:18:40.2453137Z,2021,88,28,81,43,0,11mo,9,0,45,0,0,60,7,0,79,0,0,0
62984,34584,2021-06-24T13:18:40.2453137Z,2021,56,20,48,37,0,12mo,7,0,19,0,0,36,8,0,49,0,0,0
62984,34585,2021-06-24T13:18:40.2463151Z,2021,50,12,37,26,0,9no,7,0,24,0,0,38,13,0,43,0,0,0
62984,34586,2021-06-24T13:18:40.2463151Z,2021,58,55,48,19,0,Sin Grado,2,0,39,0,0,3,10,0,56,0,0,0
62984,4557,2020-11-18T16:21:10.8362577Z,2019,114,36,105,66,0,10mo,13,0,48,0,0,78,9,0,101,0,0,0
62984,4558,2020-11-18T16:21:10.8372577Z,2019,83,12,75,41,0,11mo,14,0,42,0,0,71,8,0,69,0,0,0
62984,4559,2020-11-18T16:21:10.8372577Z,2019,64,1,57,38,0,12mo,11,0,26,0,0,63,7,0,53,0,0,0
62984,4560,2020-11-18T16:21:10.8372577Z,2019,120,40,110,49,0,9no,15,0,71,0,0,80,10,0,105,0,0,0
62984,4561,2020-11-18T16:21:10.8372577Z,2019,67,42,62,20,0,Sin Grado,0,2,47,0,0,25,5,0,67,0,0,0
14340,30557,2021-06-24T13:18:10.3838955Z,2021,82,35,76,36,0,10mo,0,0,46,0,0,47,6,0,82,0,0,0
14340,30558,2021-06-24T13:18:10.3838955Z,2021,68,28,62,40,0,11mo,0,0,28,0,0,40,6,0,68,0,0,0
14340,30559,2021-06-24T13:18:10.384896Z,2021,80,24,72,35,0,12mo,0,0,45,0,0,56,8,0,80,2,0,0
14340,30560,2021-06-24T13:18:10.384896Z,2021,91,36,82,39,0,9no,0,0,52,0,0,55,9,0,91,2,1,0
14340,560,2020-11-18T16:20:40.7732118Z,2019,97,32,84,43,0,10mo,1,0,54,0,0,65,13,0,96,2,0,0
14340,561,2020-11-18T16:20:40.7732118Z,2019,104,29,82,56,0,11mo,4,0,48,0,0,75,22,0,100,5,0,0
14340,562,2020-11-18T16:20:40.7732118Z,2019,104,0,85,56,0,12mo,2,0,48,0,0,104,19,0,102,3,0,0
14340,563,2020-11-18T16:20:40.7742136Z,2019,78,30,69,39,0,9no,0,0,39,0,0,48,9,0,78,0,0,0
14340,6559,2020-11-18T16:21:40.354944Z,2020,75,32,66,41,0,10mo,1,0,34,0,0,43,9,0,74,0,0,0
14340,6560,2020-11-18T16:21:40.3559444Z,2020,89,27,75,42,0,11mo,1,0,47,0,0,62,14,0,88,2,0,0
14340,6561,2020-11-18T16:21:40.3559444Z,2020,96,27,75,52,0,12mo,3,0,44,0,0,69,21,0,93,5,0,0
14340,6562,2020-11-18T16:21:40.3559444Z,2020,78,35,68,35,0,9no,0,1,43,0,0,43,10,0,78,0,0,0
71449,11304,2020-11-18T16:22:10.1638192Z,2020,19,7,17,9,0,1ro,0,3,10,0,0,12,2,0,19,0,0,0
71449,11305,2020-11-18T16:22:10.1638192Z,2020,19,4,18,10,0,2do,0,3,9,0,0,15,1,0,19,0,0,0
71449,11306,2020-11-18T16:22:10.1638192Z,2020,27,11,25,13,0,3ro,0,6,14,0,0,16,2,0,27,0,0,0
71449,11307,2020-11-18T16:22:10.1638192Z,2020,18,10,17,7,0,4to,1,5,11,0,0,8,1,0,17,0,0,0
71449,11308,2020-11-18T16:22:10.164821Z,2020,18,7,18,12,0,5to,0,3,6,0,0,11,0,0,18,0,0,0
71449,11309,2020-11-18T16:22:10.164821Z,2020,27,10,26,15,0,K,0,4,12,0,0,17,1,0,27,0,0,0
71449,11310,2020-11-18T16:22:10.164821Z,2020,26,26,22,4,0,Sin Grado,1,4,22,0,0,0,4,0,25,0,0,0
71449,35325,2021-06-24T13:18:45.5641287Z,2021,23,11,23,10,0,1ro,0,5,13,0,0,12,0,0,23,0,0,0
71449,35326,2021-06-24T13:18:45.5651283Z,2021,18,6,18,11,0,2do,0,3,7,0,0,12,0,0,18,0,0,0
71449,35327,2021-06-24T13:18:45.5651283Z,2021,21,6,20,10,0,3ro,0,4,11,0,0,15,1,0,21,0,0,0
71449,35328,2021-06-24T13:18:45.5651283Z,2021,25,10,25,12,0,4to,0,4,13,0,0,15,0,0,25,0,0,0
71449,35329,2021-06-24T13:18:45.5651283Z,2021,19,11,19,7,0,5to,1,4,12,0,0,8,0,0,18,0,0,0
71449,35330,2021-06-24T13:18:45.5651283Z,2021,25,10,23,12,0,K,0,5,13,0,0,15,2,0,25,0,0,0
71449,35331,2021-06-24T13:18:45.5661306Z,2021,24,24,23,2,0,Sin Grado,1,3,22,0,0,0,1,0,22,0,0,1
71449,5299,2020-11-18T16:21:14.4936958Z,2019,22,5,21,10,0,1ro,0,3,12,0,0,17,1,0,22,0,0,0
71449,5300,2020-11-18T16:21:14.4946989Z,2019,24,8,22,11,0,2do,0,5,13,0,0,16,2,0,24,0,0,0
71449,5301,2020-11-18T16:21:15.0680777Z,2019,19,8,17,9,0,3ro,0,4,10,0,0,11,2,0,19,0,0,0
71449,5302,2020-11-18T16:21:15.069079Z,2019,22,10,22,13,0,4to,0,4,9,0,0,12,0,0,22,0,0,0
71449,5303,2020-11-18T16:21:15.069079Z,2019,17,8,15,11,0,5to,1,4,6,0,0,9,2,0,16,0,0,0
71449,5304,2020-11-18T16:21:15.069079Z,2019,26,10,22,13,0,K,0,3,13,0,0,16,4,0,26,0,0,0
71449,5305,2020-11-18T16:21:15.069079Z,2019,27,26,23,5,0,Sin Grado,1,1,22,0,0,1,4,0,26,0,0,0
63172,10630,2020-11-18T16:22:05.3396022Z,2020,49,11,47,25,0,1ro,2,0,24,0,0,38,2,0,47,0,0,0
63172,10631,2020-11-18T16:22:05.3396022Z,2020,43,15,43,19,0,2do,1,0,24,0,0,28,0,0,42,0,0,0
63172,10632,2020-11-18T16:22:05.3396022Z,2020,39,18,37,19,0,3ro,3,0,20,0,0,21,2,0,36,0,0,0
63172,10633,2020-11-18T16:22:05.3396022Z,2020,42,11,40,22,0,4to,1,0,20,0,0,31,2,0,41,0,0,0
63172,10634,2020-11-18T16:22:05.3396022Z,2020,37,16,32,20,0,5to,3,0,17,0,0,21,5,1,33,0,1,0
63172,10635,2020-11-18T16:22:05.3406039Z,2020,48,14,44,18,0,K,1,0,30,0,0,34,4,0,47,0,0,0
63172,10636,2020-11-18T16:22:05.3406039Z,2020,14,14,14,5,0,Sin Grado,1,0,9,0,0,0,0,0,12,0,0,1
63172,34646,2021-06-24T13:18:41.0919216Z,2021,47,11,42,20,0,1ro,3,0,27,0,0,36,5,0,44,0,0,0
63172,34647,2021-06-24T13:18:41.0919216Z,2021,49,13,41,26,0,2do,3,0,23,0,0,36,8,0,46,0,0,0
63172,34648,2021-06-24T13:18:41.0919216Z,2021,42,13,38,20,0,3ro,4,0,22,0,0,29,4,0,38,0,0,0
63172,34649,2021-06-24T13:18:41.0919216Z,2021,32,15,27,13,0,4to,2,0,19,0,0,17,5,0,30,0,0,0
63172,34650,2021-06-24T13:18:41.0919216Z,2021,42,10,38,22,0,5to,4,0,20,0,0,32,4,0,38,0,0,0
63172,34651,2021-06-24T13:18:41.0929217Z,2021,32,7,20,18,0,K,0,0,14,0,0,25,12,0,32,0,0,0
63172,34652,2021-06-24T13:18:41.0929217Z,2021,10,10,9,1,0,Sin Grado,0,0,9,0,0,0,1,0,10,0,0,0
63172,4619,2020-11-18T16:21:11.2505331Z,2019,48,16,48,21,0,1ro,1,0,27,0,0,32,0,0,47,0,0,0
63172,4620,2020-11-18T16:21:11.2515336Z,2019,51,23,49,23,0,2do,3,0,28,0,0,28,2,0,48,0,0,0
63172,4621,2020-11-18T16:21:11.2515336Z,2019,44,14,43,24,0,3ro,1,0,20,0,0,30,1,0,42,0,0,1
63172,4622,2020-11-18T16:21:11.2515336Z,2019,43,15,38,23,0,4to,3,0,20,0,0,28,5,1,39,0,1,0
63172,4623,2020-11-18T16:21:11.2515336Z,2019,50,22,47,24,0,5to,2,0,26,0,0,28,3,0,48,0,0,0
63172,4624,2020-11-18T16:21:11.2515336Z,2019,51,12,46,33,0,K,1,0,18,0,0,39,5,0,50,0,0,0
63172,4625,2020-11-18T16:21:11.2515336Z,2019,13,12,13,5,0,Sin Grado,0,0,8,0,0,1,0,0,13,0,0,0
31542,1973,2020-11-18T16:20:53.403633Z,2019,73,9,51,35,0,10mo,0,4,38,0,0,64,22,0,73,1,0,0
31542,1974,2020-11-18T16:20:53.404633Z,2019,91,18,73,55,0,11mo,2,9,36,0,0,73,18,0,89,3,0,0
31542,1975,2020-11-18T16:20:53.404633Z,2019,84,0,64,38,0,12mo,0,7,46,0,0,84,20,0,84,0,0,0
31542,1976,2020-11-18T16:20:53.404633Z,2019,72,25,63,29,0,9no,1,4,43,0,0,47,9,0,71,1,0,0
31542,31981,2021-06-24T13:18:18.6928533Z,2021,82,18,70,39,0,10mo,2,10,43,0,0,64,12,0,80,1,0,0
31542,31982,2021-06-24T13:18:18.6928533Z,2021,73,23,65,31,0,11mo,1,2,42,0,0,50,8,0,72,1,0,0
31542,31983,2021-06-24T13:18:18.6928533Z,2021,67,9,56,33,0,12mo,1,2,34,0,0,58,11,0,66,1,0,0
31542,31984,2021-06-24T13:18:18.6928533Z,2021,52,18,44,25,0,9no,0,3,27,0,0,34,8,0,52,0,0,0
31542,7985,2020-11-18T16:21:49.1398005Z,2020,79,27,68,29,0,10mo,1,0,50,0,0,52,11,0,78,1,0,0
31542,7986,2020-11-18T16:21:49.1398005Z,2020,64,8,49,32,0,11mo,0,0,32,0,0,56,15,0,64,1,0,0
31542,7987,2020-11-18T16:21:49.1398005Z,2020,85,15,62,50,0,12mo,2,0,35,0,0,70,23,0,83,4,0,0
31542,7988,2020-11-18T16:21:49.1398005Z,2020,83,19,71,38,0,9no,3,0,45,0,0,64,12,0,80,1,1,0
32979,2133,2020-11-18T16:20:54.5654066Z,2019,100,31,82,50,0,6to,1,0,50,0,0,69,18,0,99,0,0,0
32979,2134,2020-11-18T16:20:54.5654066Z,2019,136,44,120,74,0,7mo,2,0,62,0,0,92,16,0,134,1,1,0
32979,2135,2020-11-18T16:20:54.5654066Z,2019,138,35,111,74,0,8vo,1,1,64,0,0,103,27,0,137,0,0,0
32979,32140,2021-06-24T13:18:20.8914296Z,2021,84,24,75,39,0,6to,0,0,45,0,0,60,9,0,84,0,0,0
32979,32141,2021-06-24T13:18:20.8914296Z,2021,108,26,91,56,0,7mo,3,0,52,0,0,82,17,0,105,1,0,0
32979,32142,2021-06-24T13:18:20.8914296Z,2021,108,33,84,53,0,8vo,3,0,55,0,0,75,24,0,105,0,0,0
32979,8146,2020-11-18T16:21:50.2205215Z,2020,118,28,105,59,0,6to,4,0,59,0,0,90,13,0,114,1,0,0
32979,8147,2020-11-18T16:21:50.2205215Z,2020,116,37,100,56,0,7mo,1,0,60,0,0,79,16,0,115,0,0,0
32979,8148,2020-11-18T16:21:50.221522Z,2020,110,32,96,66,0,8vo,0,0,44,0,0,78,14,0,110,1,0,0
20065,30869,2021-06-24T13:18:11.4626691Z,2021,16,5,14,8,0,1ro,0,0,8,0,0,11,2,0,16,0,0,0
20065,30870,2021-06-24T13:18:11.46367Z,2021,28,11,25,10,0,2do,0,0,18,0,0,17,3,0,28,0,0,0
20065,30871,2021-06-24T13:18:11.46367Z,2021,14,3,13,6,0,3ro,0,0,8,0,0,11,1,0,14,0,0,0
20065,30872,2021-06-24T13:18:11.46367Z,2021,16,4,13,8,0,4to,0,1,8,0,0,12,3,0,16,0,0,0
20065,30873,2021-06-24T13:18:11.4646705Z,2021,26,12,23,15,0,5to,0,0,11,0,0,14,3,0,26,1,0,0
20065,30874,2021-06-24T13:18:11.4646705Z,2021,15,2,12,9,0,K,0,0,6,0,0,13,3,0,15,0,0,0
20065,6873,2020-11-18T16:21:42.0530728Z,2020,25,10,23,8,0,1ro,0,0,17,0,0,15,2,0,25,0,0,0
20065,6874,2020-11-18T16:21:42.0530728Z,2020,16,4,12,7,0,2do,0,0,9,0,0,12,4,0,16,0,0,0
20065,6875,2020-11-18T16:21:42.0530728Z,2020,13,4,10,7,0,3ro,0,0,6,0,0,9,3,0,13,0,0,0
20065,6876,2020-11-18T16:21:42.0540737Z,2020,25,11,20,15,0,4to,0,0,10,0,0,14,5,0,25,1,0,0
20065,6877,2020-11-18T16:21:42.0540737Z,2020,29,15,22,15,0,5to,0,0,14,0,0,14,7,0,29,0,0,0
20065,6878,2020-11-18T16:21:42.0540737Z,2020,18,5,17,9,0,K,0,0,9,0,0,13,1,0,18,0,0,0
20065,872,2020-11-18T16:20:42.6504608Z,2019,17,5,13,8,0,1ro,0,0,9,0,0,12,4,0,17,0,0,0
20065,873,2020-11-18T16:20:42.6504608Z,2019,14,6,11,7,0,2do,0,2,7,0,0,8,3,0,14,0,0,0
20065,874,2020-11-18T16:20:42.6504608Z,2019,27,11,23,16,0,3ro,0,0,11,0,0,16,4,0,27,1,0,0
20065,875,2020-11-18T16:20:42.6504608Z,2019,37,18,27,21,0,4to,0,0,16,0,0,19,10,0,37,0,0,0
20065,876,2020-11-18T16:20:42.6514616Z,2019,28,18,20,10,0,5to,0,0,18,0,0,10,8,0,28,0,0,0
